ID,URL,Collection,Title,Contents,Battery,Energy,Power,Sustainab,Green,Included,Notes
GitPR149,https://github.com/ros-controls/ros_control/pull/332,GitHubPRs,Add controller_group script that allows switching groups easily,at work! I have one request before putting a green light on this: Please add documentation here,0,0,0,0,2,,
GitPR150,https://github.com/ros-controls/ros_control/pull/276,GitHubPRs,Add inverse transmission interfaces to transmission interface loader,"review comments LGTM, switching on the first green light ;)
  ?Thank you for sticking with the ",0,0,0,0,1,,
GitPR151,https://github.com/ros-controls/ros_control/pull/292,GitHubPRs,Add method to populate SoftJointLimits from ROS parameter server.,cussing naming and print details I've put my green light on it. please merge at your convenienc,0,0,0,0,1,,
GitPR152,https://github.com/ros-controls/ros_control/pull/197,GitHubPRs,[WIP] HW interface switching revisited,"might want to switch a joint to an idle, low-power, or safe mode.I'm not so fond of 's signatur",0,0,1,0,0,,
GitPR153,https://github.com/ros-controls/ros_controllers/pull/338,GitHubPRs,Introduced Holding Mode to JointTrajectoryController.,"the same way.So in general you would give it green light?
I will provide some tests soon. By vi",0,0,0,0,1,,
GitPR154,https://github.com/ros-controls/ros_controllers/pull/226,GitHubPRs,jtc: Enable sending trajectories with a partial set of joints,addition I'd prefer to see Travis being all green about it.As far as I understood  should have,0,0,0,0,1,,
GitPR155,https://github.com/ros-controls/ros_controllers/pull/246,GitHubPRs,Add urdf compatibility header,"where we stand with this ATM. Once we're all green, this is a merger.it's a compilation issue o",0,0,0,0,1,,
GitPR156,https://github.com/ros/diagnostics/pull/29,GitHubPRs,make rostest in CMakeLists optional (ros/rosdistro#3010),"ter spending days fixing those, I was out of energy to review any more pull requests from him.Se",0,1,0,0,0,,
GitPR157,https://github.com/ros-planning/navigation2/pull/1038,GitHubPRs,Split robot specific parameters into separate yaml,"he physical characteristics, but the compute power as well. Cherry picking things like kinemati",0,0,1,0,0,,
GitPR158,https://github.com/ros-planning/navigation2/pull/455,GitHubPRs,Add dependencies based on package build failures.,rately scrupulous review.I used my ownership powers on ros-planning somewhat dubiously to push,0,0,1,0,0,,
GitPR159,https://github.com/ros-planning/navigation2/pull/1269,GitHubPRs,Multiple planner plugins server for contextual planning,ng planners from static environments to save power to a time-variant planner when its highly dy,0,0,2,0,0,,
GitPR160,https://github.com/ros-planning/navigation2/pull/1086,GitHubPRs,Lifecycle manager services/clients and transitions refactor,"meta-lifecycle way. If that's more annoying, power to you to make messages.I'm bad with names, ",0,0,1,0,0,,
GitPR161,https://github.com/ros-planning/navigation2/pull/532,GitHubPRs,Workaround for logger exception,"d get the Travis master branch build back to green?Since  seems to be working, I'm closing this",0,0,0,0,1,,
GitPR162,https://github.com/ros-planning/navigation2/pull/534,GitHubPRs,Add CircleCI," repo settings for navigation2?
After we see green light from ros-planning's circleci on this P",0,0,0,0,1,,
GitPR163,https://github.com/ros-planning/navigation2/pull/346,GitHubPRs,System fixes to Costmap 2D,be a bad startup procedure. Many robots will power on and when ready immediately process comman,0,0,1,0,0,,
GitPR164,https://github.com/ros-planning/navigation/pull/295,GitHubPRs,Break infinite loop when tolerance 0 is used,"after merge -- not sure why exactly, but the greenroom loop test is timing out:  all other test",0,0,0,0,1,,
GitPR165,https://github.com/ros-planning/navigation/pull/590,GitHubPRs,Cleanup PCL imports: fixes compilation on zesty and stretch,"e new CI launched when reopening seems to be green, so I dont think that the failure seen in  i",0,0,0,0,1,,
GitPR166,https://github.com/ros-planning/navigation/pull/529,GitHubPRs,Fix CMake warnings,"e probably want this in asap to get other PR green too.Thanks !yes, PCL brings that in but it's",0,0,0,0,1,,
GitPR167,https://github.com/ros-planning/moveit/pull/389,GitHubPRs,[indigo][moveit_setup_assistant] Fix Saucy build.,Indigo- is all green except . Error (see at the bottom) looks sim,0,0,0,0,1,,
GitPR168,https://github.com/ros-planning/moveit/pull/956,GitHubPRs,Simulation Screen for the SA,"h the user should add to his  are colored in green.Once this PR is merged, the () will point to",0,0,0,0,1,,
GitPR169,https://github.com/ros-planning/navigation/pull/241,GitHubPRs,Fixed GridPath::getPath,w to handle that case. In terms of computing power the fix is really cheap.I think  fixes the p,0,0,1,0,0,,
GitPR170,https://github.com/ros-planning/moveit/pull/656,GitHubPRs,Fixes connection problem with mongodb first time it creates the database,g unless you are running some insanely under-powered computerI am using a powerful laptop but u,0,0,2,0,0,,
GitPR171,https://github.com/ros-planning/moveit/pull/789,GitHubPRs,Moveit commander planning scene interface fixup,ss review issue for the next meetingWith two green lights I'm going to merge this. I may need t,0,0,0,0,1,,
GitPR172,https://github.com/ros-planning/moveit/pull/790,GitHubPRs,moveit_commander.MoveGroupInterface plan() to better align with C++ MoveGroup::plan(),"ll ready for merging as soon as the CI turns green., please re-add the MIGRATION notes, but bel",0,0,0,0,1,,
GitPR173,https://github.com/ros-planning/moveit/pull/369,GitHubPRs,[indigo] Add colours to trajectory_visualisation display (backport of #362),"ror with Docker, i've restarted the buildAll green now git commit --amend : Code is auto format",0,0,0,0,1,,
GitPR174,https://github.com/ros-planning/moveit/pull/362,GitHubPRs,Add colours to trajectory_visualisation display,d those &-s and *-s where they should be.All green from me We should not try to override the cl,0,0,0,0,1,,
GitPR175,https://github.com/ros-planning/moveit/pull/410,GitHubPRs,PS: Don't reset color information of existing objects when new entries are added,"g (the first) object changes back to default-green in RViz.In order to avoid memory leaks, I ad",0,0,0,0,1,,
GitPR176,https://github.com/ros-planning/moveit/pull/441,GitHubPRs,Iterative cubic spline,"e-Planned= motion planning pipeline output , green-Desired= controller output, red-Actual = IGN",0,0,0,0,1,,
GitPR177,https://github.com/ros-planning/navigation2/pull/1509,GitHubPRs,Fixing system tests in CI,"ing CI / nightly builds from getting back to green. It clearly works functionally, so its somet",0,0,0,0,1,,
GitPR178,https://github.com/ros-planning/moveit/pull/143,GitHubPRs,Temporarilly disable a test that only fails on ros.org buildfarm.,the time I was trying to get the build to go green so we could test new PRs effectively on Kine,0,0,0,0,1,,
GitPR179,https://github.com/ros-planning/navigation2/pull/1413,GitHubPRs,Remove simulation from updown test,"e, there's some linter failures.Yay! I got a green checkmark! Merging! :)This updates the updow",0,0,0,0,1,,
GitPR180,https://github.com/ros-planning/navigation2/pull/1426,GitHubPRs,Waypoint nav markers,"e get rid of wp_ and use only numbers on the green markers?Otherwise, it looks good to me.PS: I",0,0,0,0,1,,
GitPR181,https://github.com/ros-naoqi/naoqi_bridge/pull/52,GitHubPRs,[naoqi_apps] add naoqi_tablet node/launch for showImage,"t myself) , you now are an admin, with great power ...I also added  service.Like ,
When I put  ",0,0,1,0,0,,
GitPR182,https://github.com/ros-perception/image_common/pull/57,GitHubPRs,Fix Travis tests,the one spamming more into the test log.All green now. Could any of the maintainers please rev,0,0,0,0,1,,
GitPR183,https://github.com/shadow-robot/sr-teleop/pull/9,GitHubPRs,F standalone node,ke (I hope) the operation of the hand in low power machine much smoother.,0,0,1,0,0,,
GitPR184,https://github.com/ros/geometry2/pull/215,GitHubPRs,Remove an unused variable from the tf2_eigen test.," previous (and subsequent) builds are marked green, while just this one is flagged for being un",0,0,0,0,1,,
GitPR185,https://github.com/ros/dynamic_reconfigure/pull/58,GitHubPRs,fix Python environment to make it work on the first run,"ady builds with tests enabled. So if this is green, this should be merged and released into Kin",0,0,0,0,1,,
GitPR186,https://github.com/start-jsk/rtmros_hironx/pull/171,GitHubPRs,(acceptancetest_hironx.py) Add tasks written in ROS. Add ROS client.,Turned out  is somehow stuck at .Travis goes green now. DON'T MERGE as I'm still adding changes,0,0,0,0,1,,
GitPR187,https://github.com/start-jsk/rtmros_hironx/pull/78,GitHubPRs,Fix #65,.Re-triggered travis. This time I expect all-green with all depended .debs are available.Only,0,0,0,0,1,,
GitPR188,https://github.com/start-jsk/rtmros_hironx/pull/418,GitHubPRs,[hironx py] add error msg when checkEncoders did not go well," false { rh_svc.initializeJointAngle, rh_svc.power, rh_svc.servo }, during the run of .Currentl",0,0,1,0,0,,
GitPR189,https://github.com/turtlebot/turtlebot/pull/159,GitHubPRs,migrate linux_hardware as linux_peripheral_interfaces repo,nux_hardware has been migrated out as laptop_battery_monitor in linux_peripheral_interfaces.+1,1,0,0,0,0,,
GitPR190,https://github.com/turtlebot/turtlebot/pull/104,GitHubPRs,fix renamed files for battery info on Ubuntu 12.04.3 LTS - Kernel 3.8,"ript by checking more efficiently /proc/acpi/power_supply directory, then /sys/class/power_supp",0,0,2,0,0,,
GitPR191,https://github.com/turtlebot/turtlebot/pull/226,GitHubPRs,Simplify launch,ch. thoughts?Three cheers for making netbook battery node optional  We've already landed that int,1,0,0,0,0,,
GitPR192,https://github.com/start-jsk/rtmros_common/pull/1014,GitHubPRs,"display error message when body->sensor(j, i) is null","
            
          Travis said green -> ",0,0,0,0,1,,
GitPR193,https://github.com/uf-mil/SubjuGator/pull/299,GitHubPRs,DIAGNOSTICS: add thruster visualizer," aid to gnc visualization.Arrows now go from green (near-zero thrust) to yellow (near limits), ",0,0,0,0,1,,
GitPR194,https://github.com/uf-mil/NaviGator/pull/91,GitHubPRs,GUI: Dashboard for RQT,"rently displays kill status, operating mode, battery voltage, system time, and the IP and network",1,0,0,0,0,,
GitPR195,https://github.com/utexas-bwi/segbot/pull/63,GitHubPRs,segbot battery profiler,"nclude a method to build the 'profile' for a battery used by a segbot, irrespective of version. T",2,0,0,0,0,,
GitPR196,https://github.com/utexas-bwi/segbot/pull/40,GitHubPRs,"Segbot_v2 voltage emailer smoothing function, mailinglist update","nt the message ie (""Bender is running low on battery"").Note: individual commits got lost due to s",1,0,0,0,0,,
GitPR197,https://github.com/uf-mil/SubjuGator/pull/147,GitHubPRs,MARKER: Update mission. Hydrophone driver too.," the marker in the frame while using the non-energy optimized controller.

Very cyclic, more so ",0,1,0,0,0,,
GitPR198,https://github.com/uf-mil/SubjuGator/pull/158,GitHubPRs,ML: Add actual_wrench publisher," preview! Blue is what the sub actually did, green is what the estimated dynamics model says it",0,0,0,0,1,,
GitPR199,https://github.com/UBC-Thunderbots/Software/pull/110,GitHubPRs,Visualizer/Support for Field,"
Powered by . Last update . Read the .  It's green, maybe a last code-review?@henrymliu  - gonn",0,0,0,0,1,,
GitPR200,https://github.com/utexas-bwi/segbot/pull/29,GitHubPRs,"Segbot2, voltage emailer update","rd in plaintext. Additionally, I matched the battery_diagnostics and fake_volt_pub subscriber and",1,0,0,0,0,,
GitPR201,https://github.com/uf-mil/SubjuGator/pull/247,GitHubPRs,BUS VOLTAGE: widen window for bus voltage estimate,We still want to kill pretty quickly if the battery is actually low.The bus voltage actually dro,4,0,0,0,0,,
GitPR202,https://github.com/uf-mil/SubjuGator/pull/76,GitHubPRs,CAMERA: Add stereo launch file,ud data for the time being we'll be using up battery for no reason. Shouldn't we bring up stereo,1,0,0,0,0,,
GitPR203,https://github.com/uf-mil/NaviGator/pull/215,GitHubPRs,GUI,Monitors the battery voltage and displays it. Its got tabs too fo,1,0,0,0,0,,
GitPR204,https://github.com/start-jsk/rtmros_common/pull/426,GitHubPRs,set REALTIME=ture as default,o that hrpsys_ros_bridge did not consume cpu powersee  for discussion,0,0,1,0,0,,
GitPR205,https://github.com/uf-mil/SubjuGator/pull/68,GitHubPRs,PERCEPTION: add automatic robust image segmentation,distribution peaks from anywhere from red to green all resulted in successful segmentation of t,0,0,0,0,1,,
GitPR206,https://github.com/UBC-Thunderbots/Software/pull/733,GitHubPRs,Robocup2019 Goalie Tactic," all the tactics in before  can proceedCI is green, whoop whoop! LGTM   - this is blocked on yo",0,0,0,0,1,,
GitPR207,https://github.com/UBC-Thunderbots/Software/pull/683,GitHubPRs,Moved Corner Kick Launching to ai.launch And Fixed The Corner Kick Launch File Name,Using my magic admin powers to put this through. Merging  into  will  c,0,0,1,0,0,,
GitPR208,https://github.com/UBC-Thunderbots/Software/pull/684,GitHubPRs,Removed CornerKick Launch From ai_mrf.launch,Using my magic admin powers to merge this. .cpp.hthunderbots/software/g,0,0,1,0,0,,
GitPR209,https://github.com/UBC-Thunderbots/Software/pull/643,GitHubPRs,Add dead robot handling and more messages to radio_communication,"ore warning messages, most importantly a low battery warning.TBD on field No coverage uploaded fo",1,0,0,0,0,,
GitPR210,https://github.com/uf-mil/mil_common/pull/58,GitHubPRs,FORMAT: auto format C++ code with clang-format,gatta get those green pluses while the getting is goodI'm starting,0,0,0,0,2,,
GitPR211,https://github.com/uf-mil/NaviGator/pull/49,GitHubPRs,INSTALL: Common Install Script and Miscellaneous Fixes,install script (plus a small addition to the battery monitor).You'll need to merge in master then,1,0,0,0,0,,
GitPR212,https://github.com/UBC-Snowbots/Snowflake/pull/143,GitHubPRs,Added an imu to the jfrost model,pass data seems to be reversed? I'm assuming green on the world is  and red is . Subscribing to,0,0,0,0,1,,
GitPR213,https://github.com/uf-mil/mil_common/pull/78,GitHubPRs,"TOOLS: StereoImageSubscriber, ImageMux, misc","The power is now yours. Try ImageMux today!
add ImageM",0,0,1,0,0,,
GitPR214,https://github.com/uf-mil/NaviGator/pull/421,GitHubPRs,Nav_tui Review,"urrently Displays: wrench mode, kill status, battery voltage, LLA coordinates, and individual thr",1,0,0,0,0,,
GitPR215,https://github.com/uf-mil/NaviGator/pull/397,GitHubPRs,LABELS: update labels for navigator_vision dataset,"ls for data added in Also added the can_buoy_green and can_buoy_red objects, which are differen",0,0,0,0,2,,
GitPR216,https://github.com/uf-mil/NaviGator/pull/299,GitHubPRs,CI: only run tests in NaviGator,ds on Address . Should be getting a lot more green checks after thisYeah this should be fine. N,0,0,0,0,1,,
GitPR217,https://github.com/whoenig/crazyflie_ros/pull/44,GitHubPRs,Added timeout to logblock stop in Crazyflie_cpp,"connected Crazyflie, since I will change the battery before removing the crazyflie from ROS). I a",1,0,0,0,0,,
GitPR218,https://github.com/utexas-bwi/segbot/pull/87,GitHubPRs,`move_base_interruptable_server` seems to be causing `move_base` to crash,"today, and Leela ran without issue until the battery gave out.Assuming this passes further testin",1,0,0,0,0,,
GitPR219,https://github.com/uwreact/frc_control/pull/65,GitHubPRs,Driver Station UI," those grey status boxes are set to red/grey/green. From the UI side of things, the pieces are ",0,0,0,0,1,,
GitPR220,https://github.com/whoenig/crazyflie_ros/pull/41,GitHubPRs,Added remove_crazyflie service to Crazyflie driver,"run continuous demo and, for example, change battery of a Crazyflie without restarting the comple",1,0,0,0,0,,
GitPR221,https://github.com/uwreact/frc_control/pull/69,GitHubPRs,Add data subscriber," .Adds data subscribers for RobotState (battery voltage, faults, CAN metrics, etc) and for J",1,0,0,0,0,,
GitPR222,https://github.com/start-jsk/denso/pull/65,GitHubPRs,Add a few unit test cases for MoveIt!,ke ours.Looks like the updated tests are all green.Please review and merge if this LGTY  if tra,0,0,0,0,1,,
GitPR223,https://github.com/SJSU-AD/FusionAD/pull/208,GitHubPRs,Iss 202 - Arduino CAN Gateway,Timing was correct from testing between the power and the control messages on the SME motor fo,0,0,1,0,0,,
GitPR224,https://github.com/ros-planning/navigation/pull/945,GitHubPRs,remove signals dep,"s, that is the . or anyone else that has the power to, can you look at this PR? It fixes the RO",0,0,1,0,0,,
GitPR225,https://github.com/ros-industrial/kuka_experimental/pull/141,GitHubPRs,removing artifact info stream output,I'll wait for Travis to give us the green light.,0,0,0,0,1,,
GitPR226,https://github.com/ros-industrial/motoman/pull/305,GitHubPRs,CI Update,"farm badge, but the Travis one should now be green again.We should probably see whether we'd wa",0,0,0,0,1,,
GitPR227,https://github.com/ros-perception/image_common/pull/94,GitHubPRs,[WIP] camera_info_manager port," for now.Works for , feel free to merge with green CI.gazebo_ros_pkgsLinux Linux-aarch64 macOS ",0,0,0,0,1,,
GitPR228,https://github.com/ros-planning/moveit/pull/1880,GitHubPRs,[Windows][master] Fix various build breaks found in Windows build,owered by . Last update . Read the .CI looks green now. This is ready for review again. Thanks!,0,0,0,0,1,,
GitPR229,https://github.com/ros-perception/image_pipeline/pull/475,GitHubPRs,ROS2: Port image_view,"ou're so inclined to do something non-boost, power to you, but I'm not pushing it.Small things ",0,0,1,0,0,,
GitPR230,https://github.com/ros-perception/laser_filters/pull/62,GitHubPRs,Reduce computation cost of ScanShadowsFilter,"ScanShadowsFilter required a lot of CPU power mainly due to atan2.
This commit reduces com",0,0,1,0,0,,
GitPR231,https://github.com/ros-planning/moveit/pull/1894,GitHubPRs,added options to start and end state dropdowns,"So, when you get to the point shown in , the green arm is ignored--instead, this happens:
Maybe",0,0,0,0,1,,
GitPR232,https://github.com/ros-perception/slam_gmapping/pull/56,GitHubPRs,Install nodelet plugin descriptor file as well.,"let of even a source build is unusable.I got green light from  to merge and release this, as 1.",0,0,0,0,1,,
GitPR233,https://github.com/ros-perception/image_pipeline/pull/486,GitHubPRs,Port stereo_image_proc to ROS 2,anges in separate PRs.It'd be nice if CI was green though before this one goes in. I figured si,0,0,0,0,1,,
GitPR234,https://github.com/pal-robotics/perception_blort/pull/7,GitHubPRs,Migrated to hydro and catkinized,"the point?In the end, you just love that big green button, don't you?To make notesTo tag incomi",0,0,0,0,1,,
GitPR235,https://github.com/PilzDE/pilz_robots/pull/280,GitHubPRs,Remove speed override service definition,ks good to me. Merge as soon as Travis-CI is green.As said before: From my point-of-view: In cu,0,0,0,0,1,,
GitPR236,https://github.com/PX4/avoidance/pull/555,GitHubPRs,Improve planning repeatability,", the path chosen could have been any of the green cells, right up to the point of finding the ",0,0,0,0,1,,
GitPR237,https://github.com/olin-robotic-sailing/trans-atlantic-sailboat/pull/4,GitHubPRs,Reintegrate Adafruit IMU," pull request as approved? There should be a green button in the top right, if you're looking a",0,0,0,0,1,,
GitPR238,https://github.com/laboshinl/loam_velodyne/pull/27,GitHubPRs,Code simplification,he double effort.I think this is a great and powerful approach and I would like to get it a) av,0,0,1,0,0,,
GitPR239,https://github.com/jsk-ros-pkg/jsk_common/pull/1619,GitHubPRs,battery_capacity_summary.py: fix order of columns,Fix a column order of battery info,1,0,0,0,0,,
GitPR240,https://github.com/jhu-asco/aerial_autonomy/pull/191,GitHubPRs,Create snap trajectory generator,tc.Done.Do not recompute pow. It is expensivepower function for int added.Reviewed 8 of 8 files,0,0,2,0,0,,
GitPR241,https://github.com/jsk-ros-pkg/jsk_robot/pull/1165,GitHubPRs,[jsk_pr2_startup] To deal with NA battery,"In the case of pr2's battery is NA, we cannot calculate the remained perc",1,0,0,0,0,,
GitPR242,https://github.com/fetchrobotics/fetch_robots/pull/49,GitHubPRs,fetch system config improvements (v0.2),"y do an apt-get upgrade...)I'll do some more power button testing soon, as there's still some m",0,0,1,0,0,,
GitPR243,https://github.com/cra-ros-pkg/robot_localization/pull/541,GitHubPRs,Fix FilterBaseDiagnosticsTest.EmptyTimestamps test on amd64,"e I was trying to fix 
which with this PR is green here The arm64 one I thought was a different",0,0,0,0,1,,
GitPR244,https://github.com/AcutronicRobotics/moveit2/pull/128,GitHubPRs,Adding octomap upstream on moveit2.repos,"
            
          LGTM! Let's wait for green light!",0,0,0,0,1,,
GitPR245,https://github.com/EndPointCorp/lg_ros_nodes/pull/398,GitHubPRs,image_viewer: pqiv and feh,Our powers combined!Ebert has finished reviewing this,0,0,1,0,0,,
GitPR246,https://github.com/cra-ros-pkg/robot_localization/pull/509,GitHubPRs,Dashing cleanup,I think its as good as anything. I think the power of templates is better displayed when there,0,0,1,0,0,,
GitPR247,https://github.com/CopterExpress/clever/pull/211,GitHubPRs,Updated Raspberry and Rangefinder  connection image,Now pins do not interfere with Raspberry power pins,0,0,1,0,0,,
GitPR248,https://github.com/autowarefoundation/autoware/pull/2139,GitHubPRs,Support full functions of g30esli_interface,"ed = 0
steer.target = -4
steer.actual = -6.9
battery.charge = 62
battery.voltage = 77.09
battery.",3,0,0,0,0,,
GitPR249,https://github.com/ipa320/cob_command_tools/pull/138,GitHubPRs,stop charging mode if no more power_state msgs received,issue is fixed in  ...thus mergingbms_driverpower_state_aggregatorspin(),0,0,1,0,0,,
GitPR250,https://github.com/ipa320/cob_command_tools/pull/207,GitHubPRs,Sound emergency stop monitor,to specify the say output for emergency and battery monitor in  and  (in ) respectivelydefault b,2,0,0,0,0,,
GitPR251,https://github.com/ipa320/cob_robots/pull/631,GitHubPRs,Stomp planner,plugin:cob_bringup/components/legacy_schunk_powercube.launch → cob_hardware_config/cob4-5/conf,0,0,2,0,0,,
GitPR252,https://github.com/ipa320/cob_robots/pull/626,GitHubPRs,Multi distro travis,eption_msgs cob_phidget_em_state cob_phidget_power_state cob_phidgets cob_reflector_referencing,0,0,2,0,0,,
GitPR253,https://github.com/jsk-ros-pkg/jsk_robot/pull/812,GitHubPRs,[naoqieus] add led fading method,"send *ri* :get-led-color-name
:white, :red, :green, :blue, :yellow, :magenta, :cyannil
3.irteus",0,0,0,0,1,,
GitPR254,https://github.com/jsk-ros-pkg/jsk_robot/pull/670,GitHubPRs,[jsk_fetch_startup/scripts/warning.py] bugfix: error with no robot_state msg is subscribed,"s(msg.angular.z) > 0 ) and \
           self.battery_state_msgs.is_charging == True and breaker_s",1,0,0,0,0,,
GitPR255,https://github.com/jsk-ros-pkg/jsk_recognition/pull/2172,GitHubPRs,Regional feature based object recognition using ResNet," 1.00         5
           oral_b_toothbrush_green       0.00      0.00      0.00         1
   ",0,0,0,0,1,,
GitPR256,https://github.com/jsk-ros-pkg/jsk_pr2eus/pull/269,GitHubPRs,[pr2eus_moveit/collision-object-publisher] support body class object,"ake-cylinder 30 100))
  (send c2 :set-color :green)
  (send c1 :assoc c2)
  (setq obj (instance",0,0,0,0,1,,
GitPR257,https://github.com/jsk-ros-pkg/jsk_robot/pull/1038,GitHubPRs,[jsk_nao_startup] add joy-client.l to jsk_nao_startup.launch,have time?joy-client.ljsk_nao_startup.launch*power-button-state*power-button-state try this wit,0,0,2,0,0,,
GitPR258,https://github.com/jsk-ros-pkg/jsk_robot/pull/1082,GitHubPRs,[jsk_pr2_startup] use new battery warning,"tage info from .
when PR2 is down because of power shortage, voltage of CPU, arms and base is a",2,0,2,0,0,,
GitPR259,https://github.com/jsk-ros-pkg/jsk_common/pull/1601,GitHubPRs,Add style options,"city/y, angular_velocity/z]
    color: [red, green, yellow]
  - title: ""Linear Acceleration""
  ",0,0,0,0,1,,
GitPR260,https://github.com/jsk-ros-pkg/jsk_robot/pull/1136,GitHubPRs,"add voltage, current and temperature info for pr2 battery logger","oltage, current and temperature info for pr2 battery logger
cc.  LGTMI checked on real PR2:applic",3,0,0,0,0,,
GitPR261,https://github.com/mavlink/mavros/pull/817,GitHubPRs,Fix the setpoint_attitude,"n/raw/fix [sensor_msgs/NavSatFix]
 * /mavros/battery [sensor_msgs/BatteryState]
 * /mavros/setpoi",2,0,0,0,0,,
GitPR262,https://github.com/ros-industrial/industrial_core/pull/201,GitHubPRs,add docker instructions to README.,"0
  int8 val
industrial_msgs/TriState drives_powered
  int8 UNKNOWN=-1
  int8 TRUE=1
  int8 ON=",0,0,1,0,0,,
GitPR263,https://github.com/turtlebot/turtlebot/pull/61,GitHubPRs,Fixing Roomba config file & laptop battery monitor fix,"laptop_battery.py (commit  ) so that the new power management scheme (the one, where all the po",1,0,3,0,0,,
GitPR264,https://github.com/uf-mil/NaviGator/pull/273,GitHubPRs,GUI: add GUI for voltage monitoring,sary code. The program checks the params for battery-voltage/critical and battery-voltage/low eve,4,0,0,0,0,,
GitPR265,https://github.com/utexas-bwi/segbot/pull/31,GitHubPRs,Merge segbot2 branch into master,arameters.This PR has been subsumed by smart_battery_msgs merge segbot_navigation/new_lazer branc,1,0,0,0,0,,
GitPR266,https://github.com/UBC-Thunderbots/Software/pull/122,GitHubPRs,Added Kick and Chip Primitive classes,mitive.*chip_primitive.*kick_primitive.*shootpowerkick_speed_meters_per_secondchip_distance_met,0,0,1,0,0,,
GitPR267,https://github.com/UBC-Thunderbots/Software/pull/276,GitHubPRs,Implementing Stop Primitive with Grsim," there a way in high level to stop providing power to the robots wheels?No, our High Level / Ga",0,0,6,0,0,,
GitPR268,https://github.com/ros/diagnostics/pull/117,GitHubPRs,Make DiagnosticStatusWrapper no longer implicitly copyable," patchDiagnosticStatusWrapper  updater->add(""power"", [this](auto t) { update_power_diagnostics(",0,0,4,0,1,,
GitPR269,https://github.com/robotics-in-concert/rocon_multimaster/pull/339,GitHubPRs,fixing flip_ins not removed if gateway disconnects,"rt204][publisher][/concert/clients/gocart204/battery][/rocon/battery_interface]
[INFO] [WallTime:",9,0,0,0,0,,
GitPR270,https://github.com/ros-industrial/abb/pull/145,GitHubPRs,Adds robot status publishing to Rapid driver,"S msg) should reflect whether the drives are powered . IIRC,  is a pulsing signal, it does not ",0,0,2,0,1,,
GitPR271,https://github.com/jsk-ros-pkg/jsk_common/pull/1628,GitHubPRs,[jsk_tools] Show voltage in battery_capacity_summary.py,"this PR.
I tested with real PR2.what kind of battery estimation(?) can you get from this voltage ",24,0,0,0,0,,
GitPR272,https://github.com/jsk-ros-pkg/jsk_robot/pull/1197,GitHubPRs,[jsk_pr2_startup] Modified power_monitor frequency,"topic and the node looks at the state of the power supply to determine whether pr2 can move.
Th",0,0,3,0,0,,
GitPR273,https://github.com/jsk-ros-pkg/jsk_roseus/pull/631,GitHubPRs,add python like AnyMsg support,"cbdd68c""
4.irteusgl$ ros::load-ros-manifest ""power_msgs""
t
5.irteusgl$ (send (instance power_ms",1,0,3,0,0,,
GitPR274,https://github.com/jsk-ros-pkg/jsk_robot/pull/1172,GitHubPRs,[fetcheus] skip undocking when subscribe timeout in go-to-spot,if we can rewrite this code with go-to-spot/battery_statego-to-spot,,Because of message type di,1,0,0,,0
GitPR275,https://github.com/fetchrobotics/fetch_robots/pull/29,GitHubPRs,[fetch_drivers] exec_depend -> build_depend," ├── charger_lockout
    │   │   ├── charger_power
    │   │   ├── get_charger_debug
    │   │ ",2,0,1,0,0,,
GitPR276,https://github.com/jsk-ros-pkg/jsk_robot/pull/474,GitHubPRs,Record battery info before power go off,ns info of all times created by  in /var/ros/power_monitor/power.logWhat is the difference betw,9,0,14,0,0,,
GitPR277,https://github.com/jsk-ros-pkg/jsk_common/pull/631,GitHubPRs,add roscore_check,s code to know when  PR2 shutdown because of battery .So there are many kind of other way to know,3,0,0,0,0,,
GitPR278,https://github.com/jsk-ros-pkg/jsk_common/pull/1448,GitHubPRs,[jsk_network_tools] add wifi_status.py,".18 GHz
access_point: 
bitrate: 86.7 Mb/s
tx_power: 22 dBm
link_quality: 0.428571428571
signal_",0,0,2,0,0,,
GitPR279,https://github.com/PilzDE/pilz_robots/pull/221,GitHubPRs,A wildcard to exclude all generated headers from coverage,files that we previously tested (which were green). Is this a good idea?   We have had this li,0,0,0,0,3,,
GitPR280,https://github.com/ros-industrial/motoman/pull/132,GitHubPRs,v1.3.7 MotoROS Driver,"n single Recv command.
Add command for servo power.
Add command to clear alarms/errors.Sorry fo",0,2,2,0,0,,
GitPR281,https://github.com/ros-planning/navigation2/pull/681,GitHubPRs,Fix CI pipeline by controlling fail-on-build,e PR so it automatically passes and gets the green check mark? Why not just merge the fix with,0,0,0,0,3,,
GitPR282,https://github.com/ros-planning/navigation2/pull/896,GitHubPRs,A new Navigation 2 Tutorial for Turtlebot3,"uire to use this hardware (or something this powerful) to use navigation, which would be an exp",0,0,3,0,0,,
GitPR283,https://github.com/ros-planning/navigation2/pull/487,GitHubPRs,I hear 4th time's the charm :),Builds incoming. Everything looks green to me are we in the clear? Or is there anoth,0,0,0,0,3,,
GitPR284,https://github.com/ros-planning/moveit/pull/238,GitHubPRs,[setup_assistant] xacro fixes in kinetic,"om Because --inorder processing is much more powerful, in future version beyond Jade, the new p",0,0,2,0,0,,
GitPR285,https://github.com/ros-planning/moveit/pull/1766,GitHubPRs,Show attached bodies trail in RViz," issue ().Anyway, the bodies color is always green, I didn't find a proper way to get the color",0,0,0,0,3,,
